,UniqueID,IndicatorID,Name,Measure,MeasureInfo,GeoTypeName,GeoJoinID,GeoPlaceName,Year,Season,Start_Date,DataValue,Total Noise Complaints,21 Collection Truck Noise,Banging/Pounding,Engine Idling,Noise:  lawn care equipment (NCL),"Noise: Air Condition/Ventilation Equip, Commercial (NJ2)","Noise: Air Condition/Ventilation Equip, Residential (NJ1)",Noise: Construction Before/After Hours (NM1),Noise: Construction Equipment (NC1),Noise: Jack Hammering (NC2),Noise: Manufacturing Noise (NK1),Noise: Private Carting Noise (NQ1),Noise: Vehicle (NR2),Noise: air condition/ventilation equipment (NV1),Other,BoroCD,Population_19,MedHHIncome_19
893,334308,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),2015,Winter,12/01/2014,8.35,467,,351.0,31.0,1.0,,,48.0,18.0,3.0,4.0,3.0,,8.0,,318.0,207982,84357.0
894,336846,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2015,Winter,12/01/2014,23.19,467,,351.0,31.0,1.0,,,48.0,18.0,3.0,4.0,3.0,,8.0,,318.0,207982,84357.0
895,337867,383,Sulfur Dioxide (SO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2015,Winter,12/01/2014,0.41,467,,351.0,31.0,1.0,,,48.0,18.0,3.0,4.0,3.0,,8.0,,318.0,207982,84357.0
896,411089,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),2016,Winter,12/01/2015,7.56,599,,443.0,43.0,4.0,,,68.0,20.0,5.0,2.0,2.0,,10.0,2.0,318.0,207982,84357.0
897,412781,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2016,Winter,12/01/2015,20.94,599,,443.0,43.0,4.0,,,68.0,20.0,5.0,2.0,2.0,,10.0,2.0,318.0,207982,84357.0
898,405344,383,Sulfur Dioxide (SO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2016,Winter,12/01/2015,0.18,599,,443.0,43.0,4.0,,,68.0,20.0,5.0,2.0,2.0,,10.0,2.0,318.0,207982,84357.0
899,547724,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),2017,Winter,12/01/2016,7.58,477,4.0,318.0,52.0,2.0,,,54.0,23.0,4.0,1.0,2.0,,14.0,3.0,318.0,207982,84357.0
900,550116,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2017,Winter,12/01/2016,22.83,477,4.0,318.0,52.0,2.0,,,54.0,23.0,4.0,1.0,2.0,,14.0,3.0,318.0,207982,84357.0
901,606018,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),2018,Summer,06/01/2018,8.01,471,1.0,261.0,23.0,7.0,,,118.0,35.0,9.0,,2.0,,11.0,4.0,318.0,207982,84357.0
902,603057,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2018,Summer,06/01/2018,9.03,471,1.0,261.0,23.0,7.0,,,118.0,35.0,9.0,,2.0,,11.0,4.0,318.0,207982,84357.0
903,605348,386,Ozone (O3),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2018,Summer,06/01/2018,32.91,471,1.0,261.0,23.0,7.0,,,118.0,35.0,9.0,,2.0,,11.0,4.0,318.0,207982,84357.0
904,606019,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),2018,Winter,12/01/2017,7.87,494,1.0,320.0,25.0,1.0,,,90.0,25.0,10.0,2.0,3.0,,12.0,5.0,318.0,207982,84357.0
905,603058,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2018,Winter,12/01/2017,20.45,494,1.0,320.0,25.0,1.0,,,90.0,25.0,10.0,2.0,3.0,,12.0,5.0,318.0,207982,84357.0
906,168553,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),2011,Winter,12/01/2010,11.79,288,3.0,229.0,17.0,,4.0,7.0,15.0,10.0,,1.0,1.0,,,1.0,318.0,207982,84357.0
907,165898,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2011,Winter,12/01/2010,26.23,288,3.0,229.0,17.0,,4.0,7.0,15.0,10.0,,1.0,1.0,,,1.0,318.0,207982,84357.0
908,165013,383,Sulfur Dioxide (SO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2011,Winter,12/01/2010,2.67,288,3.0,229.0,17.0,,4.0,7.0,15.0,10.0,,1.0,1.0,,,1.0,318.0,207982,84357.0
909,168671,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),2013,Winter,12/01/2012,9.81,357,3.0,270.0,22.0,2.0,,,40.0,10.0,3.0,,,,6.0,1.0,318.0,207982,84357.0
910,166016,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2013,Winter,12/01/2012,22.68,357,3.0,270.0,22.0,2.0,,,40.0,10.0,3.0,,,,6.0,1.0,318.0,207982,84357.0
911,165131,383,Sulfur Dioxide (SO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2013,Winter,12/01/2012,0.77,357,3.0,270.0,22.0,2.0,,,40.0,10.0,3.0,,,,6.0,1.0,318.0,207982,84357.0
912,334307,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),2015,Summer,06/01/2015,8.94,553,,399.0,34.0,3.0,,,73.0,21.0,2.0,1.0,5.0,,4.0,11.0,318.0,207982,84357.0
913,336845,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2015,Summer,06/01/2015,10.83,553,,399.0,34.0,3.0,,,73.0,21.0,2.0,1.0,5.0,,4.0,11.0,318.0,207982,84357.0
914,338290,386,Ozone (O3),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2015,Summer,06/01/2015,34.66,553,,399.0,34.0,3.0,,,73.0,21.0,2.0,1.0,5.0,,4.0,11.0,318.0,207982,84357.0
915,411090,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),2016,Summer,05/31/2016,7.75,481,,302.0,63.0,9.0,,,72.0,17.0,10.0,,2.0,,3.0,3.0,318.0,207982,84357.0
916,412782,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2016,Summer,05/31/2016,10.03,481,,302.0,63.0,9.0,,,72.0,17.0,10.0,,2.0,,3.0,3.0,318.0,207982,84357.0
917,412112,386,Ozone (O3),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2016,Summer,05/31/2016,35.71,481,,302.0,63.0,9.0,,,72.0,17.0,10.0,,2.0,,3.0,3.0,318.0,207982,84357.0
918,168494,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),2010,Winter,12/01/2009,9.41,331,,256.0,23.0,,2.0,3.0,25.0,13.0,7.0,,2.0,,,,318.0,207982,84357.0
919,165839,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2010,Winter,12/01/2009,24.73,331,,256.0,23.0,,2.0,3.0,25.0,13.0,7.0,,2.0,,,,318.0,207982,84357.0
920,164954,383,Sulfur Dioxide (SO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2010,Winter,12/01/2009,2.33,331,,256.0,23.0,,2.0,3.0,25.0,13.0,7.0,,2.0,,,,318.0,207982,84357.0
921,213795,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),2014,Winter,12/01/2013,11.04,430,4.0,299.0,24.0,2.0,,,60.0,19.0,4.0,3.0,1.0,,12.0,2.0,318.0,207982,84357.0
922,213264,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2014,Winter,12/01/2013,25.43,430,4.0,299.0,24.0,2.0,,,60.0,19.0,4.0,3.0,1.0,,12.0,2.0,318.0,207982,84357.0
923,213087,383,Sulfur Dioxide (SO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2014,Winter,12/01/2013,0.85,430,4.0,299.0,24.0,2.0,,,60.0,19.0,4.0,3.0,1.0,,12.0,2.0,318.0,207982,84357.0
924,168612,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),2012,Winter,12/01/2011,8.28,329,1.0,252.0,21.0,,1.0,2.0,8.0,24.0,,2.0,,,17.0,1.0,318.0,207982,84357.0
925,165957,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2012,Winter,12/01/2011,20.27,329,1.0,252.0,21.0,,1.0,2.0,8.0,24.0,,2.0,,,17.0,1.0,318.0,207982,84357.0
926,165072,383,Sulfur Dioxide (SO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2012,Winter,12/01/2011,1.21,329,1.0,252.0,21.0,,1.0,2.0,8.0,24.0,,2.0,,,17.0,1.0,318.0,207982,84357.0
927,213972,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),2014,Summer,06/01/2014,8.21,591,,367.0,57.0,3.0,,,101.0,38.0,6.0,2.0,2.0,,11.0,4.0,318.0,207982,84357.0
928,213441,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2014,Summer,06/01/2014,11.2,591,,367.0,57.0,3.0,,,101.0,38.0,6.0,2.0,2.0,,11.0,4.0,318.0,207982,84357.0
929,216529,386,Ozone (O3),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2014,Summer,06/01/2014,33.12,591,,367.0,57.0,3.0,,,101.0,38.0,6.0,2.0,2.0,,11.0,4.0,318.0,207982,84357.0
930,547721,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),2017,Winter,12/01/2016,7.92,822,2.0,681.0,29.0,,,,58.0,38.0,5.0,,,,7.0,2.0,317.0,152464,58171.0
931,550113,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),2017,Winter,12/01/2016,25.34,822,2.0,681.0,29.0,,,,58.0,38.0,5.0,,,,7.0,2.0,317.0,152464,58171.0
932,169438,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),2011,Summer,06/01/2011,11.1,218,1.0,151.0,14.0,,5.0,8.0,21.0,9.0,4.0,1.0,3.0,,,1.0,318.0,207982,84357.0
933,166783,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2011,Summer,06/01/2011,14.28,218,1.0,151.0,14.0,,5.0,8.0,21.0,9.0,4.0,1.0,3.0,,,1.0,318.0,207982,84357.0
934,216526,386,Ozone (O3),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2011,Summer,06/01/2011,35.88,218,1.0,151.0,14.0,,5.0,8.0,21.0,9.0,4.0,1.0,3.0,,,1.0,318.0,207982,84357.0
935,169497,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),2012,Summer,06/01/2012,9.93,270,1.0,186.0,23.0,1.0,,,18.0,18.0,5.0,1.0,1.0,,13.0,3.0,318.0,207982,84357.0
936,166842,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2012,Summer,06/01/2012,12.42,270,1.0,186.0,23.0,1.0,,,18.0,18.0,5.0,1.0,1.0,,13.0,3.0,318.0,207982,84357.0
937,216527,386,Ozone (O3),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),2012,Summer,06/01/2012,36.58,270,1.0,186.0,23.0,1.0,,,18.0,18.0,5.0,1.0,1.0,,13.0,3.0,318.0,207982,84357.0
938,213971,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),2014,Summer,06/01/2014,8.86,749,,667.0,17.0,1.0,,,25.0,18.0,6.0,1.0,1.0,,13.0,,317.0,152464,58171.0
939,213440,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),2014,Summer,06/01/2014,15.04,749,,667.0,17.0,1.0,,,25.0,18.0,6.0,1.0,1.0,,13.0,,317.0,152464,58171.0
940,216523,386,Ozone (O3),Mean,ppb,CD,317,East Flatbush (CD17),2014,Summer,06/01/2014,31.23,749,,667.0,17.0,1.0,,,25.0,18.0,6.0,1.0,1.0,,13.0,,317.0,152464,58171.0
941,606016,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),2018,Winter,12/01/2017,8.45,1029,,795.0,20.0,2.0,,,106.0,27.0,5.0,,1.0,,71.0,2.0,317.0,152464,58171.0
942,603055,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),2018,Winter,12/01/2017,24.65,1029,,795.0,20.0,2.0,,,106.0,27.0,5.0,,1.0,,71.0,2.0,317.0,152464,58171.0
943,168493,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),2010,Winter,12/01/2009,10.34,420,1.0,384.0,12.0,,2.0,9.0,5.0,5.0,,,2.0,,,,317.0,152464,58171.0
944,165838,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),2010,Winter,12/01/2009,28.08,420,1.0,384.0,12.0,,2.0,9.0,5.0,5.0,,,2.0,,,,317.0,152464,58171.0
945,164953,383,Sulfur Dioxide (SO2),Mean,ppb,CD,317,East Flatbush (CD17),2010,Winter,12/01/2009,3.02,420,1.0,384.0,12.0,,2.0,9.0,5.0,5.0,,,2.0,,,,317.0,152464,58171.0
946,334305,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),2015,Winter,12/01/2014,8.98,863,2.0,763.0,12.0,,,,54.0,21.0,2.0,,,,6.0,3.0,317.0,152464,58171.0
947,336843,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),2015,Winter,12/01/2014,25.82,863,2.0,763.0,12.0,,,,54.0,21.0,2.0,,,,6.0,3.0,317.0,152464,58171.0
948,337866,383,Sulfur Dioxide (SO2),Mean,ppb,CD,317,East Flatbush (CD17),2015,Winter,12/01/2014,0.48,863,2.0,763.0,12.0,,,,54.0,21.0,2.0,,,,6.0,3.0,317.0,152464,58171.0
949,168670,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),2013,Winter,12/01/2012,10.32,563,,499.0,9.0,1.0,,,18.0,12.0,3.0,,2.0,,14.0,5.0,317.0,152464,58171.0
950,166015,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),2013,Winter,12/01/2012,26.06,563,,499.0,9.0,1.0,,,18.0,12.0,3.0,,2.0,,14.0,5.0,317.0,152464,58171.0
951,165130,383,Sulfur Dioxide (SO2),Mean,ppb,CD,317,East Flatbush (CD17),2013,Winter,12/01/2012,0.99,563,,499.0,9.0,1.0,,,18.0,12.0,3.0,,2.0,,14.0,5.0,317.0,152464,58171.0
952,169378,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),2010,Summer,06/01/2010,11.92,439,1.0,386.0,12.0,,11.0,9.0,4.0,7.0,5.0,,3.0,1.0,,,317.0,152464,58171.0
953,166723,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),2010,Summer,06/01/2010,18.94,439,1.0,386.0,12.0,,11.0,9.0,4.0,7.0,5.0,,3.0,1.0,,,317.0,152464,58171.0
954,216519,386,Ozone (O3),Mean,ppb,CD,317,East Flatbush (CD17),2010,Summer,06/01/2010,33.57,439,1.0,386.0,12.0,,11.0,9.0,4.0,7.0,5.0,,3.0,1.0,,,317.0,152464,58171.0
955,169555,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),2013,Summer,06/01/2013,10.28,568,1.0,488.0,19.0,2.0,,,36.0,10.0,2.0,,1.0,,8.0,1.0,317.0,152464,58171.0
956,166900,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),2013,Summer,06/01/2013,16.68,568,1.0,488.0,19.0,2.0,,,36.0,10.0,2.0,,1.0,,8.0,1.0,317.0,152464,58171.0
957,216522,386,Ozone (O3),Mean,ppb,CD,317,East Flatbush (CD17),2013,Summer,06/01/2013,31.02,568,1.0,488.0,19.0,2.0,,,36.0,10.0,2.0,,1.0,,8.0,1.0,317.0,152464,58171.0
958,334304,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),2015,Summer,06/01/2015,9.44,859,1.0,717.0,31.0,,,,76.0,21.0,3.0,,1.0,,2.0,7.0,317.0,152464,58171.0
959,336842,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),2015,Summer,06/01/2015,14.6,859,1.0,717.0,31.0,,,,76.0,21.0,3.0,,1.0,,2.0,7.0,317.0,152464,58171.0
960,338289,386,Ozone (O3),Mean,ppb,CD,317,East Flatbush (CD17),2015,Summer,06/01/2015,32.39,859,1.0,717.0,31.0,,,,76.0,21.0,3.0,,1.0,,2.0,7.0,317.0,152464,58171.0
961,213794,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),2014,Winter,12/01/2013,11.77,632,1.0,580.0,5.0,,,,23.0,8.0,4.0,,2.0,,9.0,,317.0,152464,58171.0
962,213263,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),2014,Winter,12/01/2013,28.44,632,1.0,580.0,5.0,,,,23.0,8.0,4.0,,2.0,,9.0,,317.0,152464,58171.0
963,213086,383,Sulfur Dioxide (SO2),Mean,ppb,CD,317,East Flatbush (CD17),2014,Winter,12/01/2013,1.12,632,1.0,580.0,5.0,,,,23.0,8.0,4.0,,2.0,,9.0,,317.0,152464,58171.0
964,411086,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),2016,Winter,12/01/2015,8.52,833,,718.0,16.0,1.0,,,56.0,26.0,5.0,,,,9.0,2.0,317.0,152464,58171.0
965,412778,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),2016,Winter,12/01/2015,23.94,833,,718.0,16.0,1.0,,,56.0,26.0,5.0,,,,9.0,2.0,317.0,152464,58171.0
966,405343,383,Sulfur Dioxide (SO2),Mean,ppb,CD,317,East Flatbush (CD17),2016,Winter,12/01/2015,0.21,833,,718.0,16.0,1.0,,,56.0,26.0,5.0,,,,9.0,2.0,317.0,152464,58171.0
967,411087,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),2016,Summer,05/31/2016,8.26,730,1.0,565.0,27.0,1.0,,,93.0,28.0,7.0,,,,7.0,1.0,317.0,152464,58171.0
968,412779,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),2016,Summer,05/31/2016,13.96,730,1.0,565.0,27.0,1.0,,,93.0,28.0,7.0,,,,7.0,1.0,317.0,152464,58171.0
969,412111,386,Ozone (O3),Mean,ppb,CD,317,East Flatbush (CD17),2016,Summer,05/31/2016,33.88,730,1.0,565.0,27.0,1.0,,,93.0,28.0,7.0,,,,7.0,1.0,317.0,152464,58171.0
970,547719,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),2017,Summer,06/01/2017,9.07,712,,550.0,37.0,3.0,,,72.0,35.0,3.0,,,,8.0,4.0,317.0,152464,58171.0
971,550111,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),2017,Summer,06/01/2017,13.82,712,,550.0,37.0,3.0,,,72.0,35.0,3.0,,,,8.0,4.0,317.0,152464,58171.0
972,549444,386,Ozone (O3),Mean,ppb,CD,317,East Flatbush (CD17),2017,Summer,06/01/2017,30.39,712,,550.0,37.0,3.0,,,72.0,35.0,3.0,,,,8.0,4.0,317.0,152464,58171.0
973,606015,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),2018,Summer,06/01/2018,8.36,1036,,765.0,50.0,2.0,,,144.0,42.0,6.0,,3.0,,22.0,2.0,317.0,152464,58171.0
974,603054,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),2018,Summer,06/01/2018,12.46,1036,,765.0,50.0,2.0,,,144.0,42.0,6.0,,3.0,,22.0,2.0,317.0,152464,58171.0
975,605347,386,Ozone (O3),Mean,ppb,CD,317,East Flatbush (CD17),2018,Summer,06/01/2018,31.17,1036,,765.0,50.0,2.0,,,144.0,42.0,6.0,,3.0,,22.0,2.0,317.0,152464,58171.0
976,168552,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),2011,Winter,12/01/2010,12.68,449,,419.0,13.0,,2.0,4.0,4.0,4.0,,,,,,3.0,317.0,152464,58171.0
977,165897,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),2011,Winter,12/01/2010,30.64,449,,419.0,13.0,,2.0,4.0,4.0,4.0,,,,,,3.0,317.0,152464,58171.0
978,165012,383,Sulfur Dioxide (SO2),Mean,ppb,CD,317,East Flatbush (CD17),2011,Winter,12/01/2010,3.64,449,,419.0,13.0,,2.0,4.0,4.0,4.0,,,,,,3.0,317.0,152464,58171.0
979,547718,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),2017,Winter,12/01/2016,8.12,412,,357.0,6.0,,,,24.0,13.0,9.0,,,,,3.0,316.0,84776,36280.0
980,550110,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),2017,Winter,12/01/2016,25.7,412,,357.0,6.0,,,,24.0,13.0,9.0,,,,,3.0,316.0,84776,36280.0
981,606012,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),2018,Summer,06/01/2018,8.63,366,,283.0,27.0,,,,34.0,13.0,4.0,1.0,,,4.0,,316.0,84776,36280.0
982,603051,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),2018,Summer,06/01/2018,13.22,366,,283.0,27.0,,,,34.0,13.0,4.0,1.0,,,4.0,,316.0,84776,36280.0
983,605346,386,Ozone (O3),Mean,ppb,CD,316,Brownsville (CD16),2018,Summer,06/01/2018,30.95,366,,283.0,27.0,,,,34.0,13.0,4.0,1.0,,,4.0,,316.0,84776,36280.0
984,168611,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),2012,Winter,12/01/2011,9.33,470,,427.0,9.0,,1.0,,11.0,14.0,3.0,,,,4.0,1.0,317.0,152464,58171.0
985,165956,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),2012,Winter,12/01/2011,24.35,470,,427.0,9.0,,1.0,,11.0,14.0,3.0,,,,4.0,1.0,317.0,152464,58171.0
986,165071,383,Sulfur Dioxide (SO2),Mean,ppb,CD,317,East Flatbush (CD17),2012,Winter,12/01/2011,1.7,470,,427.0,9.0,,1.0,,11.0,14.0,3.0,,,,4.0,1.0,317.0,152464,58171.0
987,169437,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),2011,Summer,06/01/2011,11.53,318,3.0,270.0,17.0,,4.0,5.0,10.0,4.0,3.0,,,,,2.0,317.0,152464,58171.0
988,166782,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),2011,Summer,06/01/2011,18.77,318,3.0,270.0,17.0,,4.0,5.0,10.0,4.0,3.0,,,,,2.0,317.0,152464,58171.0
989,216520,386,Ozone (O3),Mean,ppb,CD,317,East Flatbush (CD17),2011,Summer,06/01/2011,32.96,318,3.0,270.0,17.0,,4.0,5.0,10.0,4.0,3.0,,,,,2.0,317.0,152464,58171.0
990,169496,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),2012,Summer,06/01/2012,10.39,445,,383.0,22.0,,,,8.0,16.0,4.0,1.0,,1.0,10.0,,317.0,152464,58171.0
991,166841,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),2012,Summer,06/01/2012,16.97,445,,383.0,22.0,,,,8.0,16.0,4.0,1.0,,1.0,10.0,,317.0,152464,58171.0
992,216521,386,Ozone (O3),Mean,ppb,CD,317,East Flatbush (CD17),2012,Summer,06/01/2012,33.63,445,,383.0,22.0,,,,8.0,16.0,4.0,1.0,,1.0,10.0,,317.0,152464,58171.0
993,334301,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),2015,Summer,06/01/2015,9.6,228,,152.0,25.0,,,,25.0,13.0,1.0,1.0,,,5.0,6.0,316.0,84776,36280.0
994,336839,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),2015,Summer,06/01/2015,15.0,228,,152.0,25.0,,,,25.0,13.0,1.0,1.0,,,5.0,6.0,316.0,84776,36280.0
995,338288,386,Ozone (O3),Mean,ppb,CD,316,Brownsville (CD16),2015,Summer,06/01/2015,32.07,228,,152.0,25.0,,,,25.0,13.0,1.0,1.0,,,5.0,6.0,316.0,84776,36280.0
996,169436,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),2011,Summer,06/01/2011,11.65,336,,281.0,29.0,,,,14.0,11.0,,,,,,1.0,316.0,84776,36280.0
997,166781,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),2011,Summer,06/01/2011,19.48,336,,281.0,29.0,,,,14.0,11.0,,,,,,1.0,316.0,84776,36280.0
998,216514,386,Ozone (O3),Mean,ppb,CD,316,Brownsville (CD16),2011,Summer,06/01/2011,32.63,336,,281.0,29.0,,,,14.0,11.0,,,,,,1.0,316.0,84776,36280.0
999,213793,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),2014,Winter,12/01/2013,11.91,291,,251.0,6.0,,,,22.0,8.0,2.0,,,,2.0,,316.0,84776,36280.0
1000,213262,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),2014,Winter,12/01/2013,28.81,291,,251.0,6.0,,,,22.0,8.0,2.0,,,,2.0,,316.0,84776,36280.0
1001,213085,383,Sulfur Dioxide (SO2),Mean,ppb,CD,316,Brownsville (CD16),2014,Winter,12/01/2013,1.21,291,,251.0,6.0,,,,22.0,8.0,2.0,,,,2.0,,316.0,84776,36280.0
1002,411084,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),2016,Summer,05/31/2016,8.38,459,,338.0,44.0,,,,45.0,18.0,5.0,,1.0,,8.0,,316.0,84776,36280.0
1003,412776,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),2016,Summer,05/31/2016,14.24,459,,338.0,44.0,,,,45.0,18.0,5.0,,1.0,,8.0,,316.0,84776,36280.0
