Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message
410925,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,403,Flushing - Clearview,Summer 2016,05/31/2016,7.8,
547557,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,403,Flushing - Clearview,Summer 2017,06/01/2017,8.88,
547559,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,403,Flushing - Clearview,Winter 2016-17,12/01/2016,8.01,
173620,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,403,Flushing - Clearview,Summer 2009,06/01/2009,10.23,
173688,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,403,Flushing - Clearview,Summer 2011,06/01/2011,11.24,
174232,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,403,Flushing - Clearview,Annual Average 2012,12/01/2011,8.9,
547558,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,403,Flushing - Clearview,Annual Average 2017,01/01/2017,7.27,
605852,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,403,Flushing - Clearview,Annual Average 2018,01/01/2018,6.9,
605854,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,403,Flushing - Clearview,Winter 2017-18,12/01/2017,7.94,
173246,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,403,Flushing - Clearview,Winter 2012-13,12/01/2012,9.89,
173654,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,403,Flushing - Clearview,Summer 2010,06/01/2010,11.58,
173722,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,403,Flushing - Clearview,Summer 2012,06/01/2012,10.07,
173212,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,403,Flushing - Clearview,Winter 2011-12,12/01/2011,9.22,
173756,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,403,Flushing - Clearview,Summer 2013,06/01/2013,10.09,
174164,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,403,Flushing - Clearview,Annual Average 2010,12/01/2009,9.33,
174266,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,403,Flushing - Clearview,Annual Average 2013,12/01/2012,8.39,
410924,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,403,Flushing - Clearview,Winter 2015-16,12/01/2015,7.68,
410926,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,403,Flushing - Clearview,Annual Average 2016,12/31/2015,7.22,
211981,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,403,Flushing - Clearview,Summer 2014,06/01/2014,8.19,
334142,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,403,Flushing - Clearview,Summer 2015,06/01/2015,9.32,
334143,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,403,Flushing - Clearview,Winter 2014-15,12/01/2014,9.23,
605853,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,403,Flushing - Clearview,Summer 2018,06/01/2018,8.35,
173110,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,403,Flushing - Clearview,Winter 2008-09,12/01/2008,12.74,
173178,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,403,Flushing - Clearview,Winter 2010-11,12/01/2010,12.56,
334043,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Summer 2015,06/01/2015,9.32,
605753,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Annual Average 2018,01/01/2018,6.9,
173144,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,403,Flushing - Clearview,Winter 2009-10,12/01/2009,9.54,
174130,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,403,Flushing - Clearview,Annual Average 2009,12/01/2008,10.16,
174198,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,403,Flushing - Clearview,Annual Average 2011,12/01/2010,10.05,
211879,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,403,Flushing - Clearview,Winter 2013-14,12/01/2013,11.46,
410827,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Annual Average 2016,12/31/2015,7.22,
547459,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Annual Average 2017,01/01/2017,7.27,
605754,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Summer 2018,06/01/2018,8.35,
605755,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Winter 2017-18,12/01/2017,7.94,
177253,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Winter 2010-11,12/01/2010,12.56,
178597,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Annual Average 2013,12/01/2012,8.39,
177799,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Summer 2009,06/01/2009,10.23,
177925,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Summer 2012,06/01/2012,10.07,
178471,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Annual Average 2010,12/01/2009,9.34,
178555,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Annual Average 2012,12/01/2011,8.9,
334044,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Winter 2014-15,12/01/2014,9.23,
410825,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Winter 2015-16,12/01/2015,7.68,
212698,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Winter 2013-14,12/01/2013,11.46,
212824,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Summer 2014,06/01/2014,8.19,
212950,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Annual Average 2014,12/01/2013,8.65,
410826,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Summer 2016,05/31/2016,7.8,
547458,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Summer 2017,06/01/2017,8.88,
547460,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Winter 2016-17,12/01/2016,8.01,
177169,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Winter 2008-09,12/01/2008,12.74,
177211,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Winter 2009-10,12/01/2009,9.54,
177295,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Winter 2011-12,12/01/2011,9.23,
177337,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Winter 2012-13,12/01/2012,9.89,
177883,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Summer 2011,06/01/2011,11.24,
178513,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Annual Average 2011,12/01/2010,10.05,
213797,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Winter 2013-14,12/01/2013,13.5,
334312,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Annual Average 2015,01/01/2015,10.31,
177841,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Summer 2010,06/01/2010,11.58,
177967,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Summer 2013,06/01/2013,10.09,
178429,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Annual Average 2009,12/01/2008,10.16,
334042,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Annual Average 2015,01/01/2015,8.45,
606024,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Summer 2018,06/01/2018,9.84,
168437,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Winter 2008-09,12/01/2008,14.15,
168673,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Winter 2012-13,12/01/2012,11.73,
169381,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Summer 2010,06/01/2010,13.32,
169499,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Summer 2012,06/01/2012,11.7,
170207,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Annual Average 2009,12/01/2008,11.89,
169322,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Summer 2009,06/01/2009,12.12,
169440,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Summer 2011,06/01/2011,12.85,
169558,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Summer 2013,06/01/2013,11.59,
213974,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Summer 2014,06/01/2014,10.17,
334314,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Winter 2014-15,12/01/2014,10.9,
547730,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Winter 2016-17,12/01/2016,9.36,
214151,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Annual Average 2014,12/01/2013,10.5,
411097,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Annual Average 2016,12/31/2015,9.27,
547729,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Annual Average 2017,01/01/2017,8.93,
606023,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Annual Average 2018,01/01/2018,8.6,
606025,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Winter 2017-18,12/01/2017,9.8,
168496,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Winter 2009-10,12/01/2009,10.21,
334313,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Summer 2015,06/01/2015,10.99,
411095,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Winter 2015-16,12/01/2015,9.78,
411096,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Summer 2016,05/31/2016,9.77,
547728,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Summer 2017,06/01/2017,10.68,
170325,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Annual Average 2011,12/01/2010,11.48,
170384,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Annual Average 2012,12/01/2011,10.29,
547554,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,402,West Queens,Summer 2017,06/01/2017,9.58,
605850,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,402,West Queens,Summer 2018,06/01/2018,8.89,
168555,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Winter 2010-11,12/01/2010,13.98,
168614,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Winter 2011-12,12/01/2011,10.28,
170266,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Annual Average 2010,12/01/2009,10.56,
170443,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Annual Average 2013,12/01/2012,10.05,
173687,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,402,West Queens,Summer 2011,06/01/2011,11.92,
173755,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,402,West Queens,Summer 2013,06/01/2013,10.71,
211878,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,402,West Queens,Winter 2013-14,12/01/2013,12.41,
334139,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,402,West Queens,Summer 2015,06/01/2015,9.98,
334140,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,402,West Queens,Winter 2014-15,12/01/2014,9.87,
410921,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,402,West Queens,Winter 2015-16,12/01/2015,8.6,
211980,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,402,West Queens,Summer 2014,06/01/2014,9.05,
212082,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,402,West Queens,Annual Average 2014,12/01/2013,9.47,
605849,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,402,West Queens,Annual Average 2018,01/01/2018,7.57,
605851,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,402,West Queens,Winter 2017-18,12/01/2017,8.67,
173109,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,402,West Queens,Winter 2008-09,12/01/2008,13.5,
173177,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,402,West Queens,Winter 2010-11,12/01/2010,13.06,
334138,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,402,West Queens,Annual Average 2015,01/01/2015,9.17,
410922,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,402,West Queens,Summer 2016,05/31/2016,8.71,
547556,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,402,West Queens,Winter 2016-17,12/01/2016,8.48,
173211,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,402,West Queens,Winter 2011-12,12/01/2011,9.57,
173245,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,402,West Queens,Winter 2012-13,12/01/2012,10.76,
173721,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,402,West Queens,Summer 2012,06/01/2012,10.77,
410923,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,402,West Queens,Annual Average 2016,12/31/2015,8.14,
547555,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,402,West Queens,Annual Average 2017,01/01/2017,7.93,
173653,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,402,West Queens,Summer 2010,06/01/2010,12.34,
174129,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,402,West Queens,Annual Average 2009,12/01/2008,10.99,
174163,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,402,West Queens,Annual Average 2010,12/01/2009,9.89,
174231,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,402,West Queens,Annual Average 2012,12/01/2011,9.46,
410824,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Annual Average 2016,12/31/2015,8.14,
547457,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Winter 2016-17,12/01/2016,8.48,
173143,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,402,West Queens,Winter 2009-10,12/01/2009,9.84,
173619,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,402,West Queens,Summer 2009,06/01/2009,11.13,
174197,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,402,West Queens,Annual Average 2011,12/01/2010,10.6,
174265,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,402,West Queens,Annual Average 2013,12/01/2012,9.13,
177798,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Summer 2009,06/01/2009,11.13,
177882,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Summer 2011,06/01/2011,11.92,
177966,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Summer 2013,06/01/2013,10.71,
178512,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Annual Average 2011,12/01/2010,10.6,
212697,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Winter 2013-14,12/01/2013,12.41,
212823,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Summer 2014,06/01/2014,9.05,
177336,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Winter 2012-13,12/01/2012,10.76,
178596,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Annual Average 2013,12/01/2012,9.13,
549402,386,Ozone (O3),Mean,ppb,UHF34,105106107,South Bronx,Summer 2017,06/01/2017,28.45,
547456,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Annual Average 2017,01/01/2017,7.93,
605750,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Annual Average 2018,01/01/2018,7.57,
177252,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Winter 2010-11,12/01/2010,13.05,
177294,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Winter 2011-12,12/01/2011,9.57,
177840,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Summer 2010,06/01/2010,12.34,
178428,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Annual Average 2009,12/01/2008,10.99,
212949,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Annual Average 2014,12/01/2013,9.47,
334039,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Annual Average 2015,01/01/2015,9.17,
410823,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Summer 2016,05/31/2016,8.71,
605752,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Winter 2017-18,12/01/2017,8.67,
334041,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Winter 2014-15,12/01/2014,9.87,
410822,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Winter 2015-16,12/01/2015,8.6,
547455,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Summer 2017,06/01/2017,9.58,
605751,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Summer 2018,06/01/2018,8.89,
177168,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Winter 2008-09,12/01/2008,13.5,
177210,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Winter 2009-10,12/01/2009,9.84,
547726,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Annual Average 2017,01/01/2017,7.69,
547727,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Winter 2016-17,12/01/2016,8.19,
177924,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Summer 2012,06/01/2012,10.77,
178470,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Annual Average 2010,12/01/2009,9.89,
178554,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Annual Average 2012,12/01/2011,9.46,
334040,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Summer 2015,06/01/2015,9.98,
606020,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Annual Average 2018,01/01/2018,7.39,
168495,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Winter 2009-10,12/01/2009,9.32,
168613,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Winter 2011-12,12/01/2011,9.39,
169321,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Summer 2009,06/01/2009,10.83,
169557,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Summer 2013,06/01/2013,10.35,
170206,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Annual Average 2009,12/01/2008,10.69,
411092,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Winter 2015-16,12/01/2015,8.23,
168554,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Winter 2010-11,12/01/2010,13.06,
170383,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Annual Average 2012,12/01/2011,9.19,
213796,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Winter 2013-14,12/01/2013,12.3,
214150,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Annual Average 2014,12/01/2013,9.2,
411093,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Summer 2016,05/31/2016,8.46,
606022,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Winter 2017-18,12/01/2017,8.43,
169380,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Summer 2010,06/01/2010,12.09,
170265,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Annual Average 2010,12/01/2009,9.43,
334309,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Annual Average 2015,01/01/2015,8.99,
334310,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Summer 2015,06/01/2015,9.72,
334311,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Winter 2014-15,12/01/2014,9.74,
170324,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Annual Average 2011,12/01/2010,10.38,
170442,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Annual Average 2013,12/01/2012,8.9,
213973,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Summer 2014,06/01/2014,8.76,
411094,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Annual Average 2016,12/31/2015,7.82,
547725,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Summer 2017,06/01/2017,9.52,
606021,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Summer 2018,06/01/2018,8.71,
547552,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Annual Average 2017,01/01/2017,8.42,
547553,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Winter 2016-17,12/01/2016,8.85,
168436,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Winter 2008-09,12/01/2008,12.98,
168672,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Winter 2012-13,12/01/2012,10.77,
169439,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Summer 2011,06/01/2011,11.62,
169498,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Summer 2012,06/01/2012,10.46,
173210,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Winter 2011-12,12/01/2011,9.91,
173720,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Summer 2012,06/01/2012,11.18,
173754,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Summer 2013,06/01/2013,11.07,
174196,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Annual Average 2011,12/01/2010,11.02,
174230,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Annual Average 2012,12/01/2011,9.84,
174264,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Annual Average 2013,12/01/2012,9.6,
410920,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Annual Average 2016,12/31/2015,8.65,
547551,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Summer 2017,06/01/2017,10.23,
605846,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Annual Average 2018,01/01/2018,8.16,
605847,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Summer 2018,06/01/2018,9.43,
